"","ID","Season","Session","Status","Date.Time","Home.Team","Home.Division","Home.Conference","Home.Score","Away.Team","Away.Division","Away.Conference","Away.Score","Timezone","Home.Shots","Away.Shots","Home.Goals","Away.Goals"
"712","2016020713","20162017","R","Scheduled","2017-01-24T02:00:00Z","ARI","Pacific","Western","0","FLA","Atlantic","Eastern","0","America/Phoenix","0","0","0","0"
"713","2016020712","20162017","R","Scheduled","2017-01-24T02:00:00Z","COL","Central","Western","0","SJS","Pacific","Western","0","America/Denver","0","0","0","0"
"714","2016020714","20162017","R","Scheduled","2017-01-25T00:00:00Z","BOS","Atlantic","Eastern","0","DET","Atlantic","Eastern","0","America/New_York","0","0","0","0"
"715","2016020717","20162017","R","Scheduled","2017-01-25T00:00:00Z","PIT","Metropolitan","Eastern","0","STL","Central","Western","0","America/New_York","0","0","0","0"
"716","2016020715","20162017","R","Scheduled","2017-01-25T00:00:00Z","NJD","Metropolitan","Eastern","0","LAK","Pacific","Western","0","America/New_York","0","0","0","0"
"717","2016020716","20162017","R","Scheduled","2017-01-25T00:00:00Z","NYI","Metropolitan","Eastern","0","CBJ","Metropolitan","Eastern","0","America/New_York","0","0","0","0"
"718","2016020719","20162017","R","Scheduled","2017-01-25T00:30:00Z","OTT","Atlantic","Eastern","0","WSH","Metropolitan","Eastern","0","America/New_York","0","0","0","0"
"719","2016020718","20162017","R","Scheduled","2017-01-25T00:30:00Z","MTL","Atlantic","Eastern","0","CGY","Pacific","Western","0","America/Montreal","0","0","0","0"
"720","2016020720","20162017","R","Scheduled","2017-01-25T01:00:00Z","NSH","Central","Western","0","BUF","Atlantic","Eastern","0","America/Chicago","0","0","0","0"
"721","2016020721","20162017","R","Scheduled","2017-01-25T01:00:00Z","WPG","Central","Western","0","SJS","Pacific","Western","0","America/Winnipeg","0","0","0","0"
"722","2016020722","20162017","R","Scheduled","2017-01-25T01:30:00Z","CHI","Central","Western","0","TBL","Atlantic","Eastern","0","America/Chicago","0","0","0","0"
"723","2016020723","20162017","R","Scheduled","2017-01-25T01:30:00Z","DAL","Central","Western","0","MIN","Central","Western","0","America/Chicago","0","0","0","0"
"724","2016020724","20162017","R","Scheduled","2017-01-26T00:00:00Z","DET","Atlantic","Eastern","0","TOR","Atlantic","Eastern","0","America/Detroit","0","0","0","0"
"725","2016020725","20162017","R","Scheduled","2017-01-26T01:00:00Z","NYR","Metropolitan","Eastern","0","PHI","Metropolitan","Eastern","0","America/New_York","0","0","0","0"
"726","2016020726","20162017","R","Scheduled","2017-01-26T02:30:00Z","COL","Central","Western","0","VAN","Pacific","Western","0","America/Denver","0","0","0","0"
"727","2016020727","20162017","R","Scheduled","2017-01-26T03:00:00Z","ANA","Pacific","Western","0","EDM","Pacific","Western","0","America/Los_Angeles","0","0","0","0"
"728","2016020728","20162017","R","Scheduled","2017-01-27T00:00:00Z","BOS","Atlantic","Eastern","0","PIT","Metropolitan","Eastern","0","America/New_York","0","0","0","0"
"729","2016020730","20162017","R","Scheduled","2017-01-27T00:00:00Z","NYI","Metropolitan","Eastern","0","MTL","Atlantic","Eastern","0","America/New_York","0","0","0","0"
"730","2016020731","20162017","R","Scheduled","2017-01-27T00:00:00Z","PHI","Metropolitan","Eastern","0","TOR","Atlantic","Eastern","0","America/New_York","0","0","0","0"
"731","2016020729","20162017","R","Scheduled","2017-01-27T00:00:00Z","NJD","Metropolitan","Eastern","0","WSH","Metropolitan","Eastern","0","America/New_York","0","0","0","0"
"732","2016020732","20162017","R","Scheduled","2017-01-27T00:00:00Z","CAR","Metropolitan","Eastern","0","LAK","Pacific","Western","0","America/New_York","0","0","0","0"
"733","2016020734","20162017","R","Scheduled","2017-01-27T00:30:00Z","FLA","Atlantic","Eastern","0","TBL","Atlantic","Eastern","0","America/New_York","0","0","0","0"
"734","2016020733","20162017","R","Scheduled","2017-01-27T00:30:00Z","OTT","Atlantic","Eastern","0","CGY","Pacific","Western","0","America/New_York","0","0","0","0"
"735","2016020736","20162017","R","Scheduled","2017-01-27T01:00:00Z","MIN","Central","Western","0","STL","Central","Western","0","America/Chicago","0","0","0","0"
"736","2016020735","20162017","R","Scheduled","2017-01-27T01:00:00Z","NSH","Central","Western","0","CBJ","Metropolitan","Eastern","0","America/Chicago","0","0","0","0"
"737","2016020738","20162017","R","Scheduled","2017-01-27T01:30:00Z","DAL","Central","Western","0","BUF","Atlantic","Eastern","0","America/Chicago","0","0","0","0"
"738","2016020737","20162017","R","Scheduled","2017-01-27T01:30:00Z","CHI","Central","Western","0","WPG","Central","Western","0","America/Chicago","0","0","0","0"
"739","2016020739","20162017","R","Scheduled","2017-01-27T02:00:00Z","ARI","Pacific","Western","0","VAN","Pacific","Western","0","America/Phoenix","0","0","0","0"
"740","2016020740","20162017","R","Scheduled","2017-01-27T03:30:00Z","SJS","Pacific","Western","0","EDM","Pacific","Western","0","America/Los_Angeles","0","0","0","0"
"741","2016020744","20162017","R","Scheduled","2017-02-01T00:00:00Z","CAR","Metropolitan","Eastern","0","PHI","Metropolitan","Eastern","0","America/New_York","0","0","0","0"
"742","2016020741","20162017","R","Scheduled","2017-02-01T00:00:00Z","NYI","Metropolitan","Eastern","0","WSH","Metropolitan","Eastern","0","America/New_York","0","0","0","0"
"743","2016020743","20162017","R","Scheduled","2017-02-01T00:00:00Z","PIT","Metropolitan","Eastern","0","NSH","Central","Western","0","America/New_York","0","0","0","0"
"744","2016020742","20162017","R","Scheduled","2017-02-01T00:00:00Z","NYR","Metropolitan","Eastern","0","CBJ","Metropolitan","Eastern","0","America/New_York","0","0","0","0"
"745","2016020746","20162017","R","Scheduled","2017-02-01T00:30:00Z","DET","Atlantic","Eastern","0","NJD","Metropolitan","Eastern","0","America/Detroit","0","0","0","0"
"746","2016020747","20162017","R","Scheduled","2017-02-01T00:30:00Z","TBL","Atlantic","Eastern","0","BOS","Atlantic","Eastern","0","America/New_York","0","0","0","0"
"747","2016020745","20162017","R","Scheduled","2017-02-01T00:30:00Z","MTL","Atlantic","Eastern","0","BUF","Atlantic","Eastern","0","America/Montreal","0","0","0","0"
"748","2016020748","20162017","R","Scheduled","2017-02-01T00:30:00Z","FLA","Atlantic","Eastern","0","OTT","Atlantic","Eastern","0","America/New_York","0","0","0","0"
"749","2016020749","20162017","R","Scheduled","2017-02-01T01:00:00Z","STL","Central","Western","0","WPG","Central","Western","0","America/Chicago","0","0","0","0"
"750","2016020750","20162017","R","Scheduled","2017-02-01T01:30:00Z","DAL","Central","Western","0","TOR","Atlantic","Eastern","0","America/Chicago","0","0","0","0"
"751","2016020752","20162017","R","Scheduled","2017-02-01T02:00:00Z","ARI","Pacific","Western","0","LAK","Pacific","Western","0","America/Phoenix","0","0","0","0"
"752","2016020751","20162017","R","Scheduled","2017-02-01T02:00:00Z","EDM","Pacific","Western","0","MIN","Central","Western","0","America/Edmonton","0","0","0","0"
"753","2016020753","20162017","R","Scheduled","2017-02-01T03:00:00Z","ANA","Pacific","Western","0","COL","Central","Western","0","America/Los_Angeles","0","0","0","0"
"754","2016020754","20162017","R","Scheduled","2017-02-01T03:30:00Z","SJS","Pacific","Western","0","CHI","Central","Western","0","America/Los_Angeles","0","0","0","0"
"755","2016020755","20162017","R","Scheduled","2017-02-02T01:00:00Z","WSH","Metropolitan","Eastern","0","BOS","Atlantic","Eastern","0","America/New_York","0","0","0","0"
"756","2016020756","20162017","R","Scheduled","2017-02-02T03:00:00Z","CGY","Pacific","Western","0","MIN","Central","Western","0","America/Denver","0","0","0","0"
"757","2016020757","20162017","R","Scheduled","2017-02-02T03:30:00Z","LAK","Pacific","Western","0","COL","Central","Western","0","America/Los_Angeles","0","0","0","0"
"758","2016020758","20162017","R","Scheduled","2017-02-03T00:00:00Z","BUF","Atlantic","Eastern","0","NYR","Metropolitan","Eastern","0","America/New_York","0","0","0","0"
"759","2016020759","20162017","R","Scheduled","2017-02-03T00:00:00Z","PHI","Metropolitan","Eastern","0","MTL","Atlantic","Eastern","0","America/New_York","0","0","0","0"
"760","2016020760","20162017","R","Scheduled","2017-02-03T00:30:00Z","TBL","Atlantic","Eastern","0","OTT","Atlantic","Eastern","0","America/New_York","0","0","0","0"
"761","2016020761","20162017","R","Scheduled","2017-02-03T01:00:00Z","STL","Central","Western","0","TOR","Atlantic","Eastern","0","America/Chicago","0","0","0","0"
"762","2016020762","20162017","R","Scheduled","2017-02-03T01:00:00Z","NSH","Central","Western","0","EDM","Pacific","Western","0","America/Chicago","0","0","0","0"
"763","2016020763","20162017","R","Scheduled","2017-02-03T01:30:00Z","DAL","Central","Western","0","WPG","Central","Western","0","America/Chicago","0","0","0","0"
"764","2016020764","20162017","R","Scheduled","2017-02-03T02:00:00Z","ARI","Pacific","Western","0","CHI","Central","Western","0","America/Phoenix","0","0","0","0"
"765","2016020765","20162017","R","Scheduled","2017-02-03T03:00:00Z","VAN","Pacific","Western","0","SJS","Pacific","Western","0","America/Vancouver","0","0","0","0"
"766","2016020766","20162017","R","Scheduled","2017-02-04T00:00:00Z","PIT","Metropolitan","Eastern","0","CBJ","Metropolitan","Eastern","0","America/New_York","0","0","0","0"
"767","2016020767","20162017","R","Scheduled","2017-02-04T00:30:00Z","DET","Atlantic","Eastern","0","NYI","Metropolitan","Eastern","0","America/Detroit","0","0","0","0"
"768","2016020768","20162017","R","Scheduled","2017-02-04T00:30:00Z","FLA","Atlantic","Eastern","0","ANA","Pacific","Western","0","America/New_York","0","0","0","0"
"769","2016020769","20162017","R","Scheduled","2017-02-04T00:30:00Z","NJD","Metropolitan","Eastern","0","CGY","Pacific","Western","0","America/New_York","0","0","0","0"
"770","2016020770","20162017","R","Scheduled","2017-02-04T00:30:00Z","CAR","Metropolitan","Eastern","0","EDM","Pacific","Western","0","America/New_York","0","0","0","0"
"771","2016020771","20162017","R","Scheduled","2017-02-04T18:00:00Z","MTL","Atlantic","Eastern","0","WSH","Metropolitan","Eastern","0","America/Montreal","0","0","0","0"
"772","2016020772","20162017","R","Scheduled","2017-02-04T18:00:00Z","PHI","Metropolitan","Eastern","0","LAK","Pacific","Western","0","America/New_York","0","0","0","0"
"773","2016020773","20162017","R","Scheduled","2017-02-04T20:00:00Z","COL","Central","Western","0","WPG","Central","Western","0","America/Denver","0","0","0","0"
"774","2016020774","20162017","R","Scheduled","2017-02-05T00:00:00Z","BOS","Atlantic","Eastern","0","TOR","Atlantic","Eastern","0","America/New_York","0","0","0","0"
"775","2016020775","20162017","R","Scheduled","2017-02-05T00:00:00Z","BUF","Atlantic","Eastern","0","OTT","Atlantic","Eastern","0","America/New_York","0","0","0","0"
"776","2016020776","20162017","R","Scheduled","2017-02-05T00:00:00Z","TBL","Atlantic","Eastern","0","ANA","Pacific","Western","0","America/New_York","0","0","0","0"
"777","2016020777","20162017","R","Scheduled","2017-02-05T00:00:00Z","NYI","Metropolitan","Eastern","0","CAR","Metropolitan","Eastern","0","America/New_York","0","0","0","0"
"778","2016020778","20162017","R","Scheduled","2017-02-05T00:00:00Z","CBJ","Metropolitan","Eastern","0","NJD","Metropolitan","Eastern","0","America/New_York","0","0","0","0"
"779","2016020779","20162017","R","Scheduled","2017-02-05T01:00:00Z","STL","Central","Western","0","PIT","Metropolitan","Eastern","0","America/Chicago","0","0","0","0"
"780","2016020780","20162017","R","Scheduled","2017-02-05T01:00:00Z","NSH","Central","Western","0","DET","Atlantic","Eastern","0","America/Chicago","0","0","0","0"
"781","2016020781","20162017","R","Scheduled","2017-02-05T01:00:00Z","DAL","Central","Western","0","CHI","Central","Western","0","America/Chicago","0","0","0","0"
"782","2016020782","20162017","R","Scheduled","2017-02-05T03:00:00Z","VAN","Pacific","Western","0","MIN","Central","Western","0","America/Vancouver","0","0","0","0"
"783","2016020783","20162017","R","Scheduled","2017-02-05T03:30:00Z","SJS","Pacific","Western","0","ARI","Pacific","Western","0","America/Los_Angeles","0","0","0","0"
"784","2016020784","20162017","R","Scheduled","2017-02-05T17:00:00Z","WSH","Metropolitan","Eastern","0","LAK","Pacific","Western","0","America/New_York","0","0","0","0"
"785","2016020785","20162017","R","Scheduled","2017-02-05T18:00:00Z","MTL","Atlantic","Eastern","0","EDM","Pacific","Western","0","America/Montreal","0","0","0","0"
"786","2016020786","20162017","R","Scheduled","2017-02-05T19:00:00Z","NYR","Metropolitan","Eastern","0","CGY","Pacific","Western","0","America/New_York","0","0","0","0"
"787","2016020787","20162017","R","Scheduled","2017-02-07T00:00:00Z","NJD","Metropolitan","Eastern","0","BUF","Atlantic","Eastern","0","America/New_York","0","0","0","0"
"788","2016020788","20162017","R","Scheduled","2017-02-07T00:00:00Z","NYI","Metropolitan","Eastern","0","TOR","Atlantic","Eastern","0","America/New_York","0","0","0","0"
"789","2016020789","20162017","R","Scheduled","2017-02-07T00:00:00Z","PHI","Metropolitan","Eastern","0","STL","Central","Western","0","America/New_York","0","0","0","0"
"790","2016020790","20162017","R","Scheduled","2017-02-08T00:00:00Z","BUF","Atlantic","Eastern","0","SJS","Pacific","Western","0","America/New_York","0","0","0","0"
"791","2016020791","20162017","R","Scheduled","2017-02-08T00:00:00Z","NYR","Metropolitan","Eastern","0","ANA","Pacific","Western","0","America/New_York","0","0","0","0"
"792","2016020792","20162017","R","Scheduled","2017-02-08T00:00:00Z","PIT","Metropolitan","Eastern","0","CGY","Pacific","Western","0","America/New_York","0","0","0","0"
"793","2016020793","20162017","R","Scheduled","2017-02-08T00:00:00Z","WSH","Metropolitan","Eastern","0","CAR","Metropolitan","Eastern","0","America/New_York","0","0","0","0"
"794","2016020794","20162017","R","Scheduled","2017-02-08T00:30:00Z","TOR","Atlantic","Eastern","0","DAL","Central","Western","0","America/Toronto","0","0","0","0"
"795","2016020795","20162017","R","Scheduled","2017-02-08T00:30:00Z","OTT","Atlantic","Eastern","0","STL","Central","Western","0","America/New_York","0","0","0","0"
"796","2016020796","20162017","R","Scheduled","2017-02-08T00:30:00Z","DET","Atlantic","Eastern","0","CBJ","Metropolitan","Eastern","0","America/Detroit","0","0","0","0"
"797","2016020797","20162017","R","Scheduled","2017-02-08T00:30:00Z","TBL","Atlantic","Eastern","0","LAK","Pacific","Western","0","America/New_York","0","0","0","0"
"798","2016020798","20162017","R","Scheduled","2017-02-08T01:00:00Z","NSH","Central","Western","0","VAN","Pacific","Western","0","America/Chicago","0","0","0","0"
"799","2016020799","20162017","R","Scheduled","2017-02-08T01:00:00Z","WPG","Central","Western","0","MIN","Central","Western","0","America/Winnipeg","0","0","0","0"
"800","2016020800","20162017","R","Scheduled","2017-02-08T02:00:00Z","COL","Central","Western","0","MTL","Atlantic","Eastern","0","America/Denver","0","0","0","0"
"801","2016020801","20162017","R","Scheduled","2017-02-09T01:00:00Z","MIN","Central","Western","0","CHI","Central","Western","0","America/Chicago","0","0","0","0"
"802","2016020802","20162017","R","Scheduled","2017-02-10T00:00:00Z","BOS","Atlantic","Eastern","0","SJS","Pacific","Western","0","America/New_York","0","0","0","0"
"803","2016020803","20162017","R","Scheduled","2017-02-10T00:00:00Z","BUF","Atlantic","Eastern","0","ANA","Pacific","Western","0","America/New_York","0","0","0","0"
"804","2016020804","20162017","R","Scheduled","2017-02-10T00:00:00Z","NYR","Metropolitan","Eastern","0","NSH","Central","Western","0","America/New_York","0","0","0","0"
"805","2016020805","20162017","R","Scheduled","2017-02-10T00:00:00Z","PHI","Metropolitan","Eastern","0","NYI","Metropolitan","Eastern","0","America/New_York","0","0","0","0"
"806","2016020806","20162017","R","Scheduled","2017-02-10T00:00:00Z","WSH","Metropolitan","Eastern","0","DET","Atlantic","Eastern","0","America/New_York","0","0","0","0"
"807","2016020807","20162017","R","Scheduled","2017-02-10T00:00:00Z","CBJ","Metropolitan","Eastern","0","VAN","Pacific","Western","0","America/New_York","0","0","0","0"
"808","2016020808","20162017","R","Scheduled","2017-02-10T00:30:00Z","TOR","Atlantic","Eastern","0","STL","Central","Western","0","America/Toronto","0","0","0","0"
"809","2016020809","20162017","R","Scheduled","2017-02-10T00:30:00Z","OTT","Atlantic","Eastern","0","DAL","Central","Western","0","America/New_York","0","0","0","0"
"810","2016020810","20162017","R","Scheduled","2017-02-10T00:30:00Z","FLA","Atlantic","Eastern","0","LAK","Pacific","Western","0","America/New_York","0","0","0","0"
"811","2016020811","20162017","R","Scheduled","2017-02-10T02:00:00Z","COL","Central","Western","0","PIT","Metropolitan","Eastern","0","America/Denver","0","0","0","0"
"812","2016020812","20162017","R","Scheduled","2017-02-10T02:00:00Z","ARI","Pacific","Western","0","MTL","Atlantic","Eastern","0","America/Phoenix","0","0","0","0"
"813","2016020813","20162017","R","Scheduled","2017-02-11T01:00:00Z","MIN","Central","Western","0","TBL","Atlantic","Eastern","0","America/Chicago","0","0","0","0"
"814","2016020814","20162017","R","Scheduled","2017-02-11T01:00:00Z","WPG","Central","Western","0","CHI","Central","Western","0","America/Winnipeg","0","0","0","0"
"815","2016020815","20162017","R","Scheduled","2017-02-11T18:00:00Z","BOS","Atlantic","Eastern","0","VAN","Pacific","Western","0","America/New_York","0","0","0","0"
"816","2016020816","20162017","R","Scheduled","2017-02-11T18:00:00Z","OTT","Atlantic","Eastern","0","NYI","Metropolitan","Eastern","0","America/New_York","0","0","0","0"
"817","2016020817","20162017","R","Scheduled","2017-02-11T18:00:00Z","PHI","Metropolitan","Eastern","0","SJS","Pacific","Western","0","America/New_York","0","0","0","0"
"818","2016020818","20162017","R","Scheduled","2017-02-11T19:00:00Z","NSH","Central","Western","0","FLA","Atlantic","Eastern","0","America/Chicago","0","0","0","0"
"819","2016020819","20162017","R","Scheduled","2017-02-11T19:00:00Z","DAL","Central","Western","0","CAR","Metropolitan","Eastern","0","America/Chicago","0","0","0","0"
"820","2016020820","20162017","R","Scheduled","2017-02-11T22:00:00Z","CBJ","Metropolitan","Eastern","0","DET","Atlantic","Eastern","0","America/New_York","0","0","0","0"
